app_category,reviews_count,free_paid,age_rating,year,month,day,weekday,quarter,is_weekend,is_month_start,is_month_end,week_of_year,is_holiday_season,is_holiday,holiday_name,min_base_os_version,is_wear_os,is_version_range,app_name
HEALTH_AND_FITNESS,"5,000,000+",Free,Everyone,2018,7,27,4,3,False,False,False,30,False,False,Not Holiday,4.1,False,False,"Technutri - calorie counter, diet and carb tracker"
HEALTH_AND_FITNESS,"1,000,000+",Free,Everyone,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.1,False,False,Couch to 5K by RunDouble
HEALTH_AND_FITNESS,"1,000,000+",Free,Everyone,2018,7,16,0,3,False,False,False,29,False,False,Not Holiday,5.0,False,False,Calorie Counter - MyNetDiary
HEALTH_AND_FITNESS,"1,000,000+",Free,Everyone,2018,7,9,0,3,False,False,False,28,False,False,Not Holiday,4.1,False,False,MyPlate Calorie Tracker
HEALTH_AND_FITNESS,"100,000+",Free,Everyone,2016,8,27,5,3,True,False,False,34,False,False,Not Holiday,5.0,False,False,Calorie Counter - Macros
HEALTH_AND_FITNESS,"1,000,000+",Free,Everyone,2017,11,29,2,4,False,False,False,48,True,False,Not Holiday,4.1,False,False,Weight Loss Tracker - RecStyle
HEALTH_AND_FITNESS,"100,000+",Free,Everyone,2018,7,25,2,3,False,False,False,30,False,False,Not Holiday,4.4,False,False,Lark - 24/7 Health Coach
HEALTH_AND_FITNESS,"50,000+",Free,Teen,2017,8,23,2,3,False,False,False,34,False,False,Not Holiday,4.0,False,False,MealLogger-Photo Food Journal
HEALTH_AND_FITNESS,"500,000+",Free,Everyone,2018,7,15,6,3,True,False,False,28,False,False,Not Holiday,4.0,False,False,Health and Nutrition Guide
HEALTH_AND_FITNESS,"100,000+",Free,Everyone,2018,1,29,0,1,False,False,False,5,False,False,Not Holiday,4.0,False,False,Food Calorie Calculator
HEALTH_AND_FITNESS,"500,000+",Free,Everyone 10+,2017,2,17,4,1,False,False,False,7,False,False,Not Holiday,2.3,False,False,10 Best Foods for You
HEALTH_AND_FITNESS,"5,000,000+",Free,Everyone,2018,7,5,3,3,False,False,False,27,False,False,Not Holiday,4.0,False,False,Monitor Your Weight
HEALTH_AND_FITNESS,"100,000+",Free,Everyone,2014,7,23,2,3,False,False,False,30,False,False,Not Holiday,2.3,False,False,Eat Fit - Diet and Health Free
HEALTH_AND_FITNESS,"500,000+",Free,Everyone,2017,7,16,6,3,True,False,False,28,False,False,Not Holiday,4.0,False,False,Self Healing
HEALTH_AND_FITNESS,"1,000,000+",Free,Everyone,2017,2,9,3,1,False,False,False,6,False,False,Not Holiday,4.0,False,False,Relax Meditation: Sleep with Sleep Sounds
HEALTH_AND_FITNESS,"100,000+",Free,Everyone,2018,7,24,1,3,False,False,False,30,False,False,Not Holiday,4.4,False,False,Happify
HEALTH_AND_FITNESS,"100,000+",Free,Everyone,2017,3,11,5,1,True,False,False,10,False,False,Not Holiday,4.1,False,False,Relaxing Sounds
HEALTH_AND_FITNESS,"500,000+",Free,Everyone,2018,7,29,6,3,True,False,False,30,False,False,Not Holiday,4.4,False,False,White Sound Pro
HEALTH_AND_FITNESS,"500,000+",Free,Everyone 10+,2017,2,22,2,1,False,False,False,8,False,False,Not Holiday,4.0,False,False,Self-help Anxiety Management
HEALTH_AND_FITNESS,"500,000+",Free,Everyone,2018,7,15,6,3,True,False,False,28,False,False,Not Holiday,4.4,False,False,Brain Waves - Binaural Beats
HEALTH_AND_FITNESS,"1,000,000+",Free,Everyone,2018,7,19,3,3,False,False,False,29,False,False,Not Holiday,4.0,False,False,Prana Breath: Calm & Meditate
HEALTH_AND_FITNESS,"1,000,000+",Free,Everyone,2018,6,25,0,2,False,False,False,26,False,False,Not Holiday,4.1,False,False,White Noise Lite
HEALTH_AND_FITNESS,"500,000+",Free,Everyone,2018,7,27,4,3,False,False,False,30,False,False,Not Holiday,4.4,False,False,Simple Habit Meditation
HOUSE_AND_HOME,"10,000,000+",Free,Everyone,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,4.4,False,False,Zillow: Find Houses for Sale & Apartments for Rent
HOUSE_AND_HOME,"100,000+",Free,Everyone,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,5.0,False,False,"Viva Decora - Decoration, Photos, Architecture, House"
HOUSE_AND_HOME,"10,000,000+",Free,Everyone,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,4.0,False,False,Realtor.com Real Estate: Homes for Sale and Rent
HOUSE_AND_HOME,"5,000,000+",Free,Everyone,2018,7,16,0,3,False,False,False,29,False,False,Not Holiday,4.0,False,False,Real Estate sale & rent Trovit
HOUSE_AND_HOME,"1,000,000+",Free,Everyone,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,4.0,False,False,"591 housing transactions - renting houses, middle-class houses, new cases, real-time registration, villas through the sky, apartment suites, MRT, buying a house selling prices, housing mortgages"
HOUSE_AND_HOME,"1,000,000+",Free,Everyone,2018,7,28,5,3,True,False,False,30,False,False,Not Holiday,4.1,False,False,"Homes.com 🏠 For Sale, Rent"
HOUSE_AND_HOME,"1,000,000+",Free,Everyone,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.4,False,False,"CYANOGEN. Rent, buy an apartment, a room, a cottage 3+"
HOUSE_AND_HOME,"500,000+",Free,Everyone,2018,6,25,0,2,False,False,False,26,False,False,Not Holiday,4.0,False,False,Good room network fast rent
HOUSE_AND_HOME,"1,000,000+",Free,Everyone,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,5.0,False,False,"Apartment List: Housing, Apt, and Property Rentals"
HOUSE_AND_HOME,"1,000,000+",Free,Everyone,2018,7,12,3,3,False,False,False,28,False,False,Not Holiday,4.0,False,False,Gold Butterfly Keyboard Theme
HOUSE_AND_HOME,"1,000,000+",Free,Everyone,2018,6,29,4,2,False,False,False,26,False,False,Not Holiday,4.0,False,False,"Apartment, Home Rental Search: Realtor.com Rentals"
HOUSE_AND_HOME,"100,000+",Free,Everyone,2018,8,2,3,3,False,False,False,31,False,False,Not Holiday,4.0,False,False,591 Housing Trading - Hong Kong
HOUSE_AND_HOME,"5,000,000+",Free,Everyone,2018,7,17,1,3,False,False,False,29,False,False,Not Holiday,4.1,False,False,DaBang - Rental Homes in Korea
HOUSE_AND_HOME,"10,000+",Free,Teen,2018,2,18,6,1,True,False,False,7,False,False,Not Holiday,4.1,False,False,DIY On A Budget
HOUSE_AND_HOME,"100,000+",Free,Everyone,2018,5,29,1,2,False,False,False,22,False,False,Not Holiday,4.4,False,False,Free Foreclosure Real Estate Search by USHUD.com
HOUSE_AND_HOME,"100,000+",Free,Everyone,2018,8,5,6,3,True,False,False,31,False,False,Not Holiday,4.0,False,False,Room planner: Interior & Floorplan Design for IKEA
HOUSE_AND_HOME,"1,000,000+",Free,Everyone,2018,7,9,0,3,False,False,False,28,False,False,Not Holiday,5.0,False,False,Rent.com Apartment Homes
HOUSE_AND_HOME,"100,000+",Free,Everyone,2018,7,25,2,3,False,False,False,30,False,False,Not Holiday,4.0,False,False,Good house to buy a house
HOUSE_AND_HOME,"1,000,000+",Free,Everyone,2018,7,16,0,3,False,False,False,29,False,False,Not Holiday,4.4,False,False,Apartments.com Rental Search
HOUSE_AND_HOME,"500,000+",Free,Everyone,2018,7,16,0,3,False,False,False,29,False,False,Not Holiday,4.1,False,False,Hemnet
HOUSE_AND_HOME,"500,000+",Free,Teen,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,4.1,False,False,House app: beautiful everyday ~
HOUSE_AND_HOME,"100,000+",Free,Everyone,2018,7,12,3,3,False,False,False,28,False,False,Not Holiday,4.0,False,False,"N1.RU - Real estate: apartments, new buildings, lodging"
HOUSE_AND_HOME,"50,000+",Free,Everyone,2018,5,30,2,2,False,False,False,22,False,False,Not Holiday,4.0,False,False,Home Decor Showpiece Art making: Medium Difficulty
HOUSE_AND_HOME,"100,000+",Free,Everyone,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,4.0,False,False,"乐屋网: Buying a house, selling a house, renting a house"
HOUSE_AND_HOME,"100,000+",Free,Everyone,2018,7,25,2,3,False,False,False,30,False,False,Not Holiday,4.0,False,False,iProperty Malaysia
HOUSE_AND_HOME,"100,000+",Free,Everyone,2015,3,13,4,1,False,False,False,11,False,False,Not Holiday,3.0,False,False,Apartment Decorating Ideas
HOUSE_AND_HOME,"500,000+",Free,Everyone,2015,4,7,1,2,False,False,False,15,False,False,Not Holiday,3.0,False,False,Bedroom Decorating Ideas
HOUSE_AND_HOME,"1,000,000+",Free,Everyone,2015,3,17,1,1,False,False,False,12,False,False,Not Holiday,3.0,False,False,Room Painting Ideas
HOUSE_AND_HOME,"50,000+",Free,Everyone,2015,5,30,5,2,True,False,False,22,False,False,Not Holiday,3.0,False,False,Kitchen Island Ideas
HOUSE_AND_HOME,"1,000,000+",Free,Everyone,2015,3,6,4,1,False,False,False,10,False,False,Not Holiday,3.0,False,False,Living Room Decorating Ideas
HOUSE_AND_HOME,"500,000+",Free,Everyone,2015,3,12,3,1,False,False,False,11,False,False,Not Holiday,3.0,False,False,Bathroom Decorating Ideas
HOUSE_AND_HOME,"500,000+",Free,Everyone,2017,8,30,2,3,False,False,False,35,False,False,Not Holiday,4.1,False,False,RadPad: Apartment Finder App
HOUSE_AND_HOME,"1,000,000+",Free,Everyone,2018,7,25,2,3,False,False,False,30,False,False,Not Holiday,5.0,False,False,Redfin Real Estate
HOUSE_AND_HOME,"50,000+",Free,Everyone,2018,2,16,4,1,False,False,False,7,False,False,Not Holiday,4.4,False,False,Trulia Mortgage Calculators
LIBRARIES_AND_DEMO,"10,000+",Free,Everyone,2018,7,6,4,3,False,False,False,27,False,False,Not Holiday,4.0,False,False,Quotes
LIBRARIES_AND_DEMO,"100,000+",Free,Everyone,2015,10,15,3,4,False,False,False,42,False,False,Not Holiday,2.3,False,False,SUDOKU
LIBRARIES_AND_DEMO,"5,000,000+",Free,Everyone,2013,3,6,2,1,False,False,False,10,False,False,Not Holiday,2.2,False,False,Aviary Effects: Classic
LIBRARIES_AND_DEMO,"50,000+",Free,Everyone,2018,8,2,3,3,False,False,False,31,False,False,Not Holiday,4.0,False,False,Chakra Cleansing
LIBRARIES_AND_DEMO,"10,000,000+",Free,Everyone,2012,1,17,1,1,False,False,False,3,False,False,Not Holiday,2.2,False,False,Aviary Stickers: Free Pack
LIBRARIES_AND_DEMO,"1,000+",Free,Everyone,2018,5,25,4,2,False,False,False,21,False,False,Not Holiday,4.0,False,False,Call Recorder
LIBRARIES_AND_DEMO,"50,000+",Free,Everyone,2018,2,16,4,1,False,False,False,7,False,False,Not Holiday,4.0,False,False,auto Call Recorder 2018
LIBRARIES_AND_DEMO,"100,000+",Free,Everyone,2017,6,10,5,2,True,False,False,23,False,False,Not Holiday,2.2,False,False,converter video to mp3
LIBRARIES_AND_DEMO,"50,000+",Free,Everyone,2018,6,8,4,2,False,False,False,23,False,False,Not Holiday,4.0,False,False,Binaural Beats Meditation
LIBRARIES_AND_DEMO,"50,000+",Free,Everyone,2017,9,27,2,3,False,False,False,39,False,False,Not Holiday,7.1,False,False,Essential Resources
LIBRARIES_AND_DEMO,"100,000+",Free,Everyone,2018,3,8,3,1,False,False,False,10,False,False,Not Holiday,2.3,False,False,MOMOLAND BBoom BBoom
LIBRARIES_AND_DEMO,"10,000+",Free,Everyone,2018,2,23,4,1,False,False,False,8,False,False,Not Holiday,4.0,False,False,Bird Sounds & Bird Ringtones for Free 2018
LIBRARIES_AND_DEMO,"500,000+",Free,Everyone,2018,7,6,4,3,False,False,False,27,False,False,Not Holiday,4.0,False,False,Top Popular Ringtones 2018 Free 🔥
LIBRARIES_AND_DEMO,"5,000,000+",Free,Everyone,2016,11,7,0,4,False,False,False,45,True,False,Not Holiday,1.5,False,False,Wifi Connect Library
LIBRARIES_AND_DEMO,"100,000+",Free,Everyone,2018,3,1,3,1,False,True,False,9,False,False,Not Holiday,4.0,False,False,Super Funny Ringtones 2018 🔔
LIBRARIES_AND_DEMO,"1,000,000+",Free,Everyone,2011,6,29,2,2,False,False,False,26,False,False,Not Holiday,1.6,False,False,Apk Installer
LIBRARIES_AND_DEMO,"10,000+",Free,Everyone,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,4.2,False,False,SAMSUNG RETAILMODE 2018
LIBRARIES_AND_DEMO,"500,000+",Free,Everyone,2018,7,11,2,3,False,False,False,28,False,False,Not Holiday,4.1,False,False,V380s
LIBRARIES_AND_DEMO,"100,000+",Free,Everyone,2018,2,20,1,1,False,False,False,8,False,False,Not Holiday,2.3,False,False,Blackpink as if it's your last
LIBRARIES_AND_DEMO,"500,000+",Free,Everyone,2018,1,9,1,1,False,False,False,2,False,False,Not Holiday,2.3,False,False,Ayyush wih wih new without Net
LIBRARIES_AND_DEMO,"500,000+",Free,Everyone,2017,12,11,0,4,False,False,False,50,True,False,Not Holiday,2.3,False,False,Girls Nancy Ajram Without Net
LIBRARIES_AND_DEMO,"100,000+",Free,Everyone,2018,5,22,1,2,False,False,False,21,False,False,Not Holiday,4.0,False,False,R M Lock Screen
LIBRARIES_AND_DEMO,"500,000+",Free,Everyone,2018,1,9,1,1,False,False,False,2,False,False,Not Holiday,3.2,False,False,Barcode Scanner
LIBRARIES_AND_DEMO,"1,000,000+",Free,Everyone,2018,4,15,6,2,True,False,False,15,False,False,Not Holiday,4.0,False,False,New Ringtones 2018
LIFESTYLE,"5,000,000+",Free,Teen,2018,4,26,3,2,False,False,False,17,False,False,Not Holiday,4.1,False,False,Dollhouse Decorating Games
LIFESTYLE,"10,000,000+",Free,Everyone,2018,6,8,4,2,False,False,False,23,False,False,Not Holiday,5.0,False,False,metroZONE
LIFESTYLE,"100,000+",Free,Everyone,2017,12,20,2,4,False,False,False,51,True,False,Not Holiday,2.3,False,False,Easy Hair Style Design
LIFESTYLE,"5,000,000+",Free,Everyone,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.0,False,False,"Black Wallpaper, AMOLED, Dark Background: Darkify"
LIFESTYLE,"1,000,000+",Free,Everyone,2018,8,5,6,3,True,False,False,31,False,False,Not Holiday,4.0,False,False,Girly Wallpapers Backgrounds
LIFESTYLE,"5,000,000+",Free,Everyone,2018,7,17,1,3,False,False,False,29,False,False,Not Holiday,4.0,False,False,Chart - Myanmar Keyboard
LIFESTYLE,"1,000,000+",Free,Everyone,2016,11,3,3,4,False,False,False,44,True,False,Not Holiday,2.3,False,False,Easy Makeup Tutorials
LIFESTYLE,"1,000,000+",Free,Everyone,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,4.0,False,False,Entel
LIFESTYLE,"1,000,000+",Free,Everyone,2018,5,9,2,2,False,False,False,19,False,False,Not Holiday,7.0,False,True,ZenUI Safeguard
LIFESTYLE,"5,000,000+",Free,Everyone,2018,5,20,6,2,True,False,False,20,False,False,Not Holiday,2.3,False,False,Live 4D Results ! (MY & SG)
LIFESTYLE,"500,000+",Free,Everyone,2018,5,31,3,2,False,False,True,22,False,False,Not Holiday,7.0,False,False,FOSSIL Q: DESIGN YOUR DIAL
LIFESTYLE,"5,000,000+",Free,Everyone,2017,8,8,1,3,False,False,False,32,False,False,Not Holiday,2.3,False,False,Telstra
LIFESTYLE,"10,000,000+",Free,Everyone,2018,8,2,3,3,False,False,False,31,False,False,Not Holiday,4.4,False,False,Family Locator - GPS Tracker
LIFESTYLE,"1,000,000+",Free,Everyone,2018,8,2,3,3,False,False,False,31,False,False,Not Holiday,4.4,False,False,Safeway
LIFESTYLE,"10,000,000+",Free,Everyone,2016,6,30,3,2,False,False,True,26,False,False,Not Holiday,5.0,False,False,HTC Speak
LIFESTYLE,"5,000,000+",Free,Everyone,2018,7,17,1,3,False,False,False,29,False,False,Not Holiday,4.0,False,False,Kawaii Easy Drawing : How to draw Step by Step
LIFESTYLE,"1,000,000+",Free,Teen,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,4.1,False,False,Tattoodo - Find your next tattoo
LIFESTYLE,"50,000,000+",Free,Everyone,2018,7,5,3,3,False,False,False,27,False,False,Not Holiday,4.4,False,False,Samsung+
LIFESTYLE,"1,000,000+",Free,Everyone,2018,6,15,4,2,False,False,False,24,False,False,Not Holiday,4.1,False,False,Anime Avatar Creator: Make Your Own Avatar
LIFESTYLE,"500,000+",Free,Everyone,2018,8,4,5,3,True,False,False,31,False,False,Not Holiday,2.3,False,False,Beautiful Design Birthday Cake
LIFESTYLE,"500,000+",Free,Everyone,2018,1,7,6,1,True,False,False,1,False,False,Not Holiday,2.3,False,False,Pronunciation and know the name of the caller from his number
LIFESTYLE,"1,000,000+",Free,Everyone,2018,8,5,6,3,True,False,False,31,False,False,Not Holiday,5.0,False,False,Super Slime Simulator - Satisfying Slime App
LIFESTYLE,"5,000,000+",Free,Everyone,2015,9,24,3,3,False,False,False,39,False,False,Not Holiday,2.3,False,False,Caf - My Account
LIFESTYLE,"1,000,000+",Free,Everyone,2016,12,17,5,4,True,False,False,50,True,False,Not Holiday,4.0,False,False,H Pack
LIFESTYLE,"100,000+",Free,Everyone,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,4.0,False,False,သိင်္ Astrology - Min Thein Kha BayDin
LIFESTYLE,"1,000,000+",Free,Mature 17+,2018,7,24,1,3,False,False,False,30,False,False,Not Holiday,5.0,False,False,w UN map
LIFESTYLE,"1,000,000+",Free,Everyone,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,4.4,False,False,PASS by KT (formerly KT certified)
LIFESTYLE,"1,000,000+",Free,Everyone,2018,7,25,2,3,False,False,False,30,False,False,Not Holiday,2.3,False,False,Safety stepping stone
LIFESTYLE,"500,000+",Free,Teen,2018,6,20,2,2,False,False,False,25,False,False,Not Holiday,4.1,False,False,US Mission - buy gourmet movie KTV
LIFESTYLE,"10,000,000+",Free,Everyone,2018,6,15,4,2,False,False,False,24,False,False,Not Holiday,4.0,False,False,OK cashbag [point of pleasure]
LIFESTYLE,"1,000,000+",Free,Everyone,2018,2,21,2,1,False,False,False,8,False,False,Not Holiday,4.2,False,False,MK eCatalog
LIFESTYLE,"100,000+",Free,Everyone,2016,9,27,1,3,False,False,False,39,False,False,Not Holiday,4.3,False,False,Fashion in Vogue
LIFESTYLE,"500,000+",Free,Everyone,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.0,False,False,StyleSeat
LIFESTYLE,"1,000,000+",Free,Everyone,2018,1,11,3,1,False,False,False,2,False,False,Not Holiday,4.1,False,False,Wedding Countdown Widget
LIFESTYLE,"1,000,000+",Free,Everyone,2018,5,7,0,2,False,False,False,19,False,False,Not Holiday,4.1,False,False,My Day - Countdown Calendar 🗓️
LIFESTYLE,"100,000+",Free,Everyone,2018,7,9,0,3,False,False,False,28,False,False,Not Holiday,4.0,False,False,Wedding LookBook by The Knot
LIFESTYLE,"1,000,000+",Free,Everyone,2018,7,24,1,3,False,False,False,30,False,False,Not Holiday,5.0,False,False,"Wedding Planner by WeddingWire - Venues, Checklist"
LIFESTYLE,"100,000+",Free,Everyone,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.4,False,False,WedMeGood - Wedding Planner
LIFESTYLE,"500,000+",Free,Everyone,2018,8,5,6,3,True,False,False,31,False,False,Not Holiday,4.0,False,False,DIY Garden Ideas
LIFESTYLE,"100,000+",Free,Teen,2017,11,23,3,4,False,False,False,47,True,True,Thanksgiving Day,4.0,False,False,Creative Ideas - DIY & Craft
LIFESTYLE,"5,000,000+",Free,Everyone,2018,8,2,3,3,False,False,False,31,False,False,Not Holiday,4.1,False,False,Homestyler Interior Design & Decorating Ideas
LIFESTYLE,"500,000+",Free,Teen,2017,6,5,0,2,False,False,False,23,False,False,Not Holiday,4.1,False,False,Wheretoget: Shop in style
LIFESTYLE,"10,000+",Free,Everyone,2014,4,30,2,2,False,False,True,18,False,False,Not Holiday,2.2,False,False,Chictopia
LIFESTYLE,"1,000,000+",Free,Everyone,2017,6,18,6,2,True,False,False,24,False,False,Not Holiday,2.3,False,False,Scarf Fashion Designer
LIFESTYLE,"100,000+",Free,Everyone,2018,2,20,1,1,False,False,False,8,False,False,Not Holiday,4.0,False,False,Real Estate by Movoto
LIFESTYLE,"50,000+",Free,Everyone,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,5.0,False,False,Etta Homes
LIFESTYLE,"5,000+",Free,Everyone,2017,10,12,3,4,False,False,False,41,False,False,Not Holiday,4.2,False,False,Houlihan Lawrence
LIFESTYLE,"100,000+",Free,Everyone,2016,9,27,1,3,False,False,False,39,False,False,Not Holiday,2.2,False,False,Home Scouting® MLS Mobile
LIFESTYLE,"100,000+",Free,Everyone,2015,8,28,4,3,False,False,False,35,False,False,Not Holiday,4.0,False,False,Neighborhoods & Apartments
LIFESTYLE,"500,000+",Free,Everyone,2018,4,26,3,2,False,False,False,17,False,False,Not Holiday,4.0,False,False,Bed Time Fan - White Noise Sleep Sounds
LIFESTYLE,"1,000,000+",Free,Everyone,2018,3,1,3,1,False,True,False,9,False,False,Not Holiday,4.0,False,False,Nature Sounds
LIFESTYLE,"1,000,000+",Free,Everyone,2018,6,18,0,2,False,False,False,25,False,False,Not Holiday,4.1,False,False,White Noise Baby
GAME,"10,000,000+",Free,Everyone,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,4.1,False,False,Solitaire
GAME,"5,000,000+",Free,Everyone,2018,4,13,4,2,False,False,False,15,False,False,Not Holiday,2.3,False,False,Block Puzzle Classic Legend !
GAME,"10,000,000+",Free,Teen,2018,7,20,4,3,False,False,False,29,False,False,Not Holiday,4.0,False,False,Race the Traffic Moto
GAME,"10,000,000+",Free,Everyone,2018,7,30,0,3,False,False,False,31,False,False,Not Holiday,4.1,False,False,Barbie™ Fashion Closet
GAME,"10,000,000+",Free,Everyone,2018,6,21,3,2,False,False,False,25,False,False,Not Holiday,4.0,False,False,Marble - Temple Quest
GAME,"10,000,000+",Free,Everyone 10+,2018,5,25,4,2,False,False,False,21,False,False,Not Holiday,4.0,False,False,Shooting King
GAME,"100,000,000+",Free,Everyone,2018,8,2,3,3,False,False,False,31,False,False,Not Holiday,4.1,False,False,Roll the Ball® - slide puzzle
GAME,"50,000,000+",Free,Teen,2018,4,23,0,2,False,False,False,17,False,False,Not Holiday,4.1,False,False,Snake VS Block
GAME,"10,000,000+",Free,Teen,2018,5,25,4,2,False,False,False,21,False,False,Not Holiday,4.1,False,False,Rolly Vortex
GAME,"1,000,000+",Free,Everyone,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,4.4,False,False,Woody Puzzle
GAME,"5,000,000+",Free,Everyone 10+,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,4.1,False,False,Color by Number – New Coloring Book
GAME,"5,000,000+",Free,Everyone,2018,7,25,2,3,False,False,False,30,False,False,Not Holiday,4.1,False,False,The Cube
GAME,"1,000,000+",Free,Everyone,2018,7,17,1,3,False,False,False,29,False,False,Not Holiday,4.1,False,False,The Fish Master!
GAME,"10,000,000+",Free,Everyone,2018,7,19,3,3,False,False,False,29,False,False,Not Holiday,4.1,False,False,Color Road
GAME,"10,000,000+",Free,Everyone,2018,7,23,0,3,False,False,False,30,False,False,Not Holiday,4.1,False,False,Draw In
GAME,"500,000+",Free,Everyone,2018,7,17,1,3,False,False,False,29,False,False,Not Holiday,4.3,False,False,PLANK!
GAME,"1,000,000+",Free,Everyone,2018,7,20,4,3,False,False,False,29,False,False,Not Holiday,4.1,False,False,Looper!
GAME,"5,000,000+",Free,Everyone,2018,5,22,1,2,False,False,False,21,False,False,Not Holiday,4.4,False,False,Will it Crush?
GAME,"5,000,000+",Free,Everyone,2018,7,24,1,3,False,False,False,30,False,False,Not Holiday,5.0,False,False,Tomb of the Mask
GAME,"10,000,000+",Free,Everyone,2018,7,27,4,3,False,False,False,30,False,False,Not Holiday,4.1,False,False,Baseball Boy!
GAME,"10,000,000+",Free,Everyone,2018,8,4,5,3,True,False,False,31,False,False,Not Holiday,4.1,False,False,Hello Stars
GAME,"10,000,000+",Free,Everyone 10+,2018,7,11,2,3,False,False,False,28,False,False,Not Holiday,5.0,False,False,Tank Stars
GAME,"50,000,000+",Free,Everyone 10+,2018,7,17,1,3,False,False,False,29,False,False,Not Holiday,4.1,False,False,Castle Clash: Heroes of the Empire US
GAME,"10,000,000+",Free,Teen,2018,7,24,1,3,False,False,False,30,False,False,Not Holiday,4.1,False,False,Hole.io
GAME,"5,000,000+",Free,Everyone,2018,7,20,4,3,False,False,False,29,False,False,Not Holiday,4.0,False,False,Mini Golf King - Multiplayer Game
GAME,"10,000,000+",Free,Everyone,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,5.0,False,False,Flip the Gun - Simulator Game
GAME,"1,000,000+",Free,Everyone,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,4.1,False,False,Mad Skills BMX 2
GAME,"1,000,000+",Free,Everyone,2018,7,19,3,3,False,False,False,29,False,False,Not Holiday,5.0,False,False,"MMX Hill Dash 2 – Offroad Truck, Car & Bike Racing"
GAME,"10,000,000+",Free,Everyone,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,4.1,False,False,Word Link
GAME,"5,000,000+",Free,Teen,2018,7,18,2,3,False,False,False,29,False,False,Not Holiday,4.1,False,False,Grim Soul: Dark Fantasy Survival
GAME,"5,000,000+",Free,Everyone,2018,7,5,3,3,False,False,False,27,False,False,Not Holiday,4.1,False,False,New YAHTZEE® With Buddies Dice Game
GAME,"1,000,000+",Free,Everyone,2018,6,27,2,2,False,False,False,26,False,False,Not Holiday,4.2,False,False,MLB TAP SPORTS BASEBALL 2018
GAME,"1,000,000+",Free,Everyone,2018,8,2,3,3,False,False,False,31,False,False,Not Holiday,4.1,False,False,Ice Crush 2018 - A new Puzzle Matching Adventure
GAME,"1,000,000+",Free,Teen,2018,7,16,0,3,False,False,False,29,False,False,Not Holiday,6.0,False,False,SHADOWGUN LEGENDS
GAME,"10,000,000+",Free,Everyone,2018,7,19,3,3,False,False,False,29,False,False,Not Holiday,4.4,False,False,"Cash, Inc. Money Clicker Game & Business Adventure"
GAME,"10,000,000+",Free,Everyone 10+,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.0,False,False,Guns of Glory
GAME,"5,000,000+",Free,Teen,2018,7,11,2,3,False,False,False,28,False,False,Not Holiday,4.4,False,False,Lineage 2: Revolution
GAME,"100,000+",Free,Teen,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,4.4,False,False,Master of Eternity(MOE)
GAME,"100,000+",Paid,Everyone 10+,2018,7,30,0,3,False,False,False,31,False,False,Not Holiday,5.0,False,False,Clue
GAME,"100,000+",Paid,Everyone,2018,4,18,2,2,False,False,False,16,False,False,Not Holiday,4.4,False,False,The Room: Old Sins
GAME,"100,000+",Paid,Teen,2018,4,26,3,2,False,False,False,17,False,False,Not Holiday,2.3,False,False,The Escapists
GAME,"100,000+",Paid,Everyone,2018,7,9,0,3,False,False,False,28,False,False,Not Holiday,4.4,False,False,Farming Simulator 18
GAME,"100,000+",Paid,Everyone,2017,12,21,3,4,False,False,False,51,True,False,Not Holiday,4.0,False,False,RollerCoaster Tycoon® Classic
GAME,"100,000+",Paid,Teen,2016,12,20,1,4,False,False,False,51,True,False,Not Holiday,2.3,False,False,Call of Duty:Black Ops Zombies
GAME,"100,000+",Paid,Teen,2015,10,19,0,4,False,False,False,43,False,False,Not Holiday,4.1,False,False,Star Wars ™: DIRTY
GAME,"100,000+",Paid,Everyone,2017,11,30,3,4,False,False,True,48,True,False,Not Holiday,4.4,False,False,Monument Valley 2
GAME,"10,000,000+",Free,Teen,2018,6,11,0,2,False,False,False,24,False,False,Not Holiday,4.1,False,False,Fallout Shelter
