app_category,reviews_count,free_paid,age_rating,year,month,day,weekday,quarter,is_weekend,is_month_start,is_month_end,week_of_year,is_holiday_season,is_holiday,holiday_name,min_base_os_version,is_wear_os,is_version_range
GAME,"100,000+",Paid,Teen,2016,12,20,1,4,False,False,False,51,True,False,Not Holiday,2.3,False,False
GAME,"100,000+",Paid,Teen,2015,10,19,0,4,False,False,False,43,False,False,Not Holiday,4.1,False,False
GAME,"100,000+",Paid,Everyone,2017,11,30,3,4,False,False,True,48,True,False,Not Holiday,4.4,False,False
GAME,"10,000,000+",Free,Teen,2018,6,11,0,2,False,False,False,24,False,False,Not Holiday,4.1,False,False
GAME,"50,000,000+",Free,Teen,2018,7,30,0,3,False,False,False,31,False,False,Not Holiday,4.0,False,False
GAME,"10,000,000+",Free,Everyone,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,4.0,False,False
GAME,"10,000,000+",Free,Mature 17+,2018,6,19,1,2,False,False,False,25,False,False,Not Holiday,4.0,False,False
GAME,"500,000+",Free,Mature 17+,2018,7,12,3,3,False,False,False,28,False,False,Not Holiday,4.4,False,False
GAME,"1,000,000+",Free,Teen,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,6.0,False,False
GAME,"5,000,000+",Free,Everyone,2018,7,24,1,3,False,False,False,30,False,False,Not Holiday,4.0,False,False
GAME,"50,000,000+",Free,Teen,2018,7,30,0,3,False,False,False,31,False,False,Not Holiday,4.0,False,False
GAME,"500,000+",Free,Teen,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,4.0,False,False
GAME,"50,000,000+",Free,Teen,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,2.3,False,False
GAME,"100,000,000+",Free,Everyone,2018,6,28,3,2,False,False,False,26,False,False,Not Holiday,4.0,False,False
GAME,"1,000,000+",Free,Everyone,2017,12,29,4,4,False,False,False,52,True,False,Not Holiday,4.0,False,False
GAME,"50,000,000+",Free,Teen,2018,5,29,1,2,False,False,False,22,False,False,Not Holiday,4.0,False,False
GAME,"10,000,000+",Free,Everyone,2018,7,16,0,3,False,False,False,29,False,False,Not Holiday,4.1,False,False
GAME,"5,000,000+",Free,Everyone,2018,5,11,4,2,False,False,False,19,False,False,Not Holiday,4.0,False,False
GAME,"10,000,000+",Free,Teen,2017,7,17,0,3,False,False,False,29,False,False,Not Holiday,4.0,False,False
GAME,"10,000,000+",Free,Teen,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,4.1,False,False
GAME,"10,000,000+",Free,Everyone 10+,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,4.1,False,False
GAME,"10,000,000+",Free,Teen,2017,6,28,2,2,False,False,False,26,False,False,Not Holiday,4.0,False,False
GAME,"10,000,000+",Free,Everyone 10+,2018,1,29,0,1,False,False,False,5,False,False,Not Holiday,4.1,False,False
GAME,"1,000,000+",Free,Everyone 10+,2018,7,16,0,3,False,False,False,29,False,False,Not Holiday,4.1,False,False
GAME,"1,000,000+",Free,Everyone 10+,2018,1,24,2,1,False,False,False,4,False,False,Not Holiday,4.1,False,False
GAME,"5,000,000+",Free,Teen,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,5.0,False,False
GAME,"10,000,000+",Free,Everyone,2018,3,16,4,1,False,False,False,11,False,False,Not Holiday,4.0,False,False
GAME,"10,000,000+",Free,Everyone 10+,2017,10,12,3,4,False,False,False,41,False,False,Not Holiday,4.1,False,False
GAME,"100,000,000+",Free,Teen,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,4.0,False,False
GAME,"100,000+",Free,Everyone 10+,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,4.0,False,False
GAME,"5,000,000+",Free,Teen,2018,8,5,6,3,True,False,False,31,False,False,Not Holiday,4.2,False,False
GAME,"50,000,000+",Free,Teen,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,4.0,False,False
GAME,"10,000,000+",Free,Everyone,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,4.0,False,False
GAME,"10,000,000+",Free,Everyone,2018,7,20,4,3,False,False,False,29,False,False,Not Holiday,4.0,False,False
GAME,"5,000,000+",Free,Everyone,2018,6,4,0,2,False,False,False,23,False,False,Not Holiday,4.0,False,False
GAME,"10,000,000+",Free,Everyone,2018,7,5,3,3,False,False,False,27,False,False,Not Holiday,4.0,False,False
GAME,"10,000,000+",Free,Everyone,2018,7,4,2,3,False,False,False,27,False,True,Independence Day,4.0,False,False
GAME,"10,000,000+",Free,Teen,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,4.0,False,False
GAME,"50,000,000+",Free,Everyone,2018,7,20,4,3,False,False,False,29,False,False,Not Holiday,4.0,False,False
GAME,"5,000,000+",Free,Everyone,2018,6,15,4,2,False,False,False,24,False,False,Not Holiday,4.0,False,False
GAME,"10,000,000+",Free,Everyone,2018,7,23,0,3,False,False,False,30,False,False,Not Holiday,4.1,False,False
GAME,"10,000,000+",Free,Teen,2018,5,10,3,2,False,False,False,19,False,False,Not Holiday,4.4,False,False
GAME,"5,000,000+",Free,Everyone 10+,2018,7,11,2,3,False,False,False,28,False,False,Not Holiday,2.3,False,False
GAME,"10,000,000+",Free,Everyone,2018,2,14,2,1,False,False,False,7,False,False,Not Holiday,4.0,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,7,23,0,3,False,False,False,30,False,False,Not Holiday,4.0,False,False
FAMILY,"5,000,000+",Free,Everyone,2018,7,17,1,3,False,False,False,29,False,False,Not Holiday,4.0,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,7,16,0,3,False,False,False,29,False,False,Not Holiday,4.1,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,7,4,2,3,False,False,False,27,False,True,Independence Day,4.0,False,False
FAMILY,"5,000,000+",Free,Everyone,2018,4,3,1,2,False,False,False,14,False,False,Not Holiday,4.1,False,False
FAMILY,"100,000+",Free,Everyone,2018,7,16,0,3,False,False,False,29,False,False,Not Holiday,4.1,False,False
FAMILY,"5,000,000+",Free,Everyone,2018,2,25,6,1,True,False,False,8,False,False,Not Holiday,4.0,False,False
FAMILY,"500,000+",Free,Everyone,2018,2,1,3,1,False,True,False,5,False,False,Not Holiday,4.0,False,False
FAMILY,"500,000+",Free,Everyone,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,2.3,False,False
FAMILY,"5,000,000+",Free,Everyone,2018,5,16,2,2,False,False,False,20,False,False,Not Holiday,4.1,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,7,18,2,3,False,False,False,29,False,False,Not Holiday,4.1,False,False
FAMILY,"10,000,000+",Free,Everyone,2018,6,15,4,2,False,False,False,24,False,False,Not Holiday,4.0,False,False
FAMILY,"500,000+",Free,Everyone,2018,2,1,3,1,False,True,False,5,False,False,Not Holiday,2.3,False,False
FAMILY,"10,000,000+",Free,Everyone,2018,6,5,1,2,False,False,False,23,False,False,Not Holiday,4.0,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,8,5,6,3,True,False,False,31,False,False,Not Holiday,4.0,False,False
FAMILY,"5,000,000+",Free,Everyone,2018,7,12,3,3,False,False,False,28,False,False,Not Holiday,4.0,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,4.0,False,False
FAMILY,"10,000,000+",Free,Everyone,2017,10,6,4,4,False,False,False,40,False,False,Not Holiday,4.1,False,False
FAMILY,"10,000,000+",Free,Everyone,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,4.0,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,5,27,6,2,True,False,False,21,False,False,Not Holiday,4.0,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,5,25,4,2,False,False,False,21,False,False,Not Holiday,4.0,False,False
FAMILY,"100,000+",Free,Everyone 10+,2018,7,27,4,3,False,False,False,30,False,False,Not Holiday,4.4,False,False
FAMILY,"10,000+",Free,Everyone,2018,7,18,2,3,False,False,False,29,False,False,Not Holiday,5.0,False,False
FAMILY,"5,000+",Paid,Everyone,2018,6,14,3,2,False,False,False,24,False,False,Not Holiday,4.4,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,3,21,2,1,False,False,False,12,False,False,Not Holiday,4.1,False,False
FAMILY,"5,000,000+",Free,Everyone,2018,7,12,3,3,False,False,False,28,False,False,Not Holiday,4.0,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,3,23,4,1,False,False,False,12,False,False,Not Holiday,4.1,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.1,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,7,16,0,3,False,False,False,29,False,False,Not Holiday,4.1,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,2,7,2,1,False,False,False,6,False,False,Not Holiday,4.4,False,False
FAMILY,"5,000,000+",Free,Everyone,2018,5,18,4,2,False,False,False,20,False,False,Not Holiday,4.4,False,False
FAMILY,"500,000+",Free,Everyone,2018,6,2,5,2,True,False,False,22,False,False,Not Holiday,5.0,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,7,6,4,3,False,False,False,27,False,False,Not Holiday,4.0,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,7,24,1,3,False,False,False,30,False,False,Not Holiday,4.1,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,5,31,3,2,False,False,True,22,False,False,Not Holiday,4.0,False,False
FAMILY,"100,000+",Free,Everyone 10+,2018,8,6,0,3,False,False,False,32,False,False,Not Holiday,4.1,False,False
FAMILY,"100,000+",Free,Everyone,2018,7,12,3,3,False,False,False,28,False,False,Not Holiday,4.1,False,False
FAMILY,"500,000+",Free,Everyone,2018,7,16,0,3,False,False,False,29,False,False,Not Holiday,4.1,False,False
FAMILY,"5,000+",Paid,Everyone,2018,5,25,4,2,False,False,False,21,False,False,Not Holiday,4.1,False,False
FAMILY,500+,Paid,Everyone,2018,6,25,0,2,False,False,False,26,False,False,Not Holiday,4.1,False,False
FAMILY,"1,000,000+",Free,Everyone,2017,7,12,2,3,False,False,False,28,False,False,Not Holiday,4.0,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,6,29,4,2,False,False,False,26,False,False,Not Holiday,4.1,False,False
FAMILY,"5,000,000+",Free,Everyone,2017,12,20,2,4,False,False,False,51,True,False,Not Holiday,4.1,False,False
FAMILY,"500,000+",Free,Everyone,2017,8,31,3,3,False,False,True,35,False,False,Not Holiday,4.1,False,False
FAMILY,"10,000,000+",Free,Everyone,2018,5,21,0,2,False,False,False,21,False,False,Not Holiday,4.0,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,7,30,0,3,False,False,False,31,False,False,Not Holiday,4.4,False,False
FAMILY,"100,000+",Free,Everyone,2018,6,13,2,2,False,False,False,24,False,False,Not Holiday,4.2,False,False
FAMILY,"50,000+",Free,Everyone,2018,6,13,2,2,False,False,False,24,False,False,Not Holiday,4.2,False,False
FAMILY,"500,000+",Free,Everyone,2017,8,23,2,3,False,False,False,34,False,False,Not Holiday,4.1,False,False
FAMILY,"10,000,000+",Free,Everyone,2017,11,22,2,4,False,False,False,47,True,False,Not Holiday,4.1,False,False
FAMILY,"1,000,000+",Free,Everyone,2017,3,7,1,1,False,False,False,10,False,False,Not Holiday,4.0,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,3,28,2,1,False,False,False,13,False,False,Not Holiday,4.1,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,7,2,0,3,False,False,False,27,False,False,Not Holiday,4.3,False,False
FAMILY,"10,000,000+",Free,Everyone,2018,8,2,3,3,False,False,False,31,False,False,Not Holiday,4.0,False,False
FAMILY,"10,000,000+",Free,Everyone,2018,3,5,0,1,False,False,False,10,False,False,Not Holiday,4.1,False,False
FAMILY,"5,000,000+",Free,Everyone,2018,7,5,3,3,False,False,False,27,False,False,Not Holiday,4.1,False,False
FAMILY,"10,000,000+",Free,Everyone,2018,5,30,2,2,False,False,False,22,False,False,Not Holiday,4.4,False,False
FAMILY,"1,000,000+",Free,Everyone,2017,5,18,3,2,False,False,False,20,False,False,Not Holiday,2.3,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,4.1,False,False
FAMILY,"10,000,000+",Free,Everyone,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,4.1,False,False
FAMILY,"1,000,000+",Free,Everyone,2017,10,11,2,4,False,False,False,41,False,False,Not Holiday,4.0,False,False
FAMILY,"10,000,000+",Free,Everyone,2018,6,16,5,2,True,False,False,24,False,False,Not Holiday,4.2,False,False
FAMILY,"10,000,000+",Free,Everyone,2017,8,31,3,3,False,False,True,35,False,False,Not Holiday,4.0,False,False
FAMILY,"1,000,000+",Free,Everyone,2016,2,18,3,1,False,False,False,7,False,False,Not Holiday,2.3,False,False
FAMILY,"1,000,000+",Free,Everyone,2017,3,15,2,1,False,False,False,11,False,False,Not Holiday,4.0,False,False
FAMILY,"500,000+",Free,Everyone 10+,2018,4,3,1,2,False,False,False,14,False,False,Not Holiday,4.1,False,False
FAMILY,"500,000+",Free,Everyone,2016,3,5,5,1,True,False,False,9,False,False,Not Holiday,2.3,False,False
FAMILY,"500,000+",Free,Everyone,2018,6,19,1,2,False,False,False,25,False,False,Not Holiday,5.1,False,False
FAMILY,"100,000+",Free,Everyone,2016,2,2,1,1,False,False,False,5,False,False,Not Holiday,4.0,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,7,23,0,3,False,False,False,30,False,False,Not Holiday,4.1,False,False
FAMILY,"10,000+",Free,Everyone,2017,1,13,4,1,False,False,False,2,False,False,Not Holiday,4.1,False,False
FAMILY,"500,000+",Free,Everyone,2018,6,21,3,2,False,False,False,25,False,False,Not Holiday,4.1,False,False
FAMILY,"10,000+",Paid,Everyone,2015,12,1,1,4,False,True,False,49,True,False,Not Holiday,4.0,False,False
FAMILY,"10,000+",Paid,Everyone,2015,6,17,2,2,False,False,False,25,False,False,Not Holiday,2.3,False,False
FAMILY,"1,000+",Paid,Everyone,2017,3,23,3,1,False,False,False,12,False,False,Not Holiday,2.3,False,False
FAMILY,"10,000,000+",Free,Everyone,2018,7,12,3,3,False,False,False,28,False,False,Not Holiday,4.0,False,False
FAMILY,"5,000,000+",Free,Everyone,2017,8,2,2,3,False,False,False,31,False,False,Not Holiday,2.3,False,False
FAMILY,"1,000,000+",Free,Everyone,2017,7,3,0,3,False,False,False,27,False,False,Not Holiday,2.3,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,7,24,1,3,False,False,False,30,False,False,Not Holiday,4.1,False,False
FAMILY,"100,000+",Free,Everyone,2018,5,24,3,2,False,False,False,21,False,False,Not Holiday,3.0,False,False
FAMILY,"100,000+",Free,Everyone,2018,5,15,1,2,False,False,False,20,False,False,Not Holiday,4.1,False,False
FAMILY,"50,000+",Free,Everyone,2017,9,12,1,3,False,False,False,37,False,False,Not Holiday,2.3,False,False
FAMILY,"500,000+",Free,Everyone,2018,7,4,2,3,False,False,False,27,False,True,Independence Day,4.0,False,False
FAMILY,"5,000,000+",Free,Everyone,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.4,False,False
FAMILY,"1,000+",Free,Everyone,2017,1,26,3,1,False,False,False,4,False,False,Not Holiday,4.0,False,False
FAMILY,"100,000+",Free,Everyone,2016,9,8,3,3,False,False,False,36,False,False,Not Holiday,2.3,False,False
FAMILY,"50,000+",Free,Everyone,2018,6,13,2,2,False,False,False,24,False,False,Not Holiday,4.0,False,False
FAMILY,"1,000+",Paid,Everyone,2014,11,14,4,4,False,False,False,46,True,False,Not Holiday,2.3,False,False
FAMILY,"5,000+",Paid,Everyone,2017,12,13,2,4,False,False,False,50,True,False,Not Holiday,4.1,False,False
FAMILY,"5,000+",Paid,Everyone,2018,7,24,1,3,False,False,False,30,False,False,Not Holiday,4.1,False,False
FAMILY,"1,000+",Paid,Everyone,2018,5,1,1,2,False,True,False,18,False,False,Not Holiday,4.1,False,False
FAMILY,"10,000+",Paid,Everyone,2016,2,9,1,1,False,False,False,6,False,False,Not Holiday,4.0,False,False
FAMILY,"5,000+",Paid,Everyone,2015,8,12,2,3,False,False,False,33,False,False,Not Holiday,2.3,False,False
FAMILY,"10,000,000+",Free,Everyone,2018,7,6,4,3,False,False,False,27,False,False,Not Holiday,4.0,False,False
FAMILY,"1,000,000+",Free,Everyone,2018,1,31,2,1,False,False,True,5,False,False,Not Holiday,2.3,False,False
FAMILY,"1,000,000+",Free,Everyone,2016,6,16,3,2,False,False,False,24,False,False,Not Holiday,4.0,False,False
FAMILY,"100,000+",Free,Everyone,2018,7,11,2,3,False,False,False,28,False,False,Not Holiday,4.2,False,False
FAMILY,"100,000+",Free,Everyone,2016,11,7,0,4,False,False,False,45,True,False,Not Holiday,4.0,False,False
FAMILY,"100,000+",Free,Everyone,2013,5,22,2,2,False,False,False,21,False,False,Not Holiday,2.2,False,False
FAMILY,"5,000,000+",Free,Everyone,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.4,False,False
FAMILY,"100,000+",Free,Everyone,2017,8,4,4,3,False,False,False,31,False,False,Not Holiday,4.3,False,False
FAMILY,"1,000+",Paid,Everyone,2018,5,21,0,2,False,False,False,21,False,False,Not Holiday,4.0,False,False
FAMILY,"10,000+",Paid,Everyone,2016,10,28,4,4,False,False,False,43,False,False,Not Holiday,4.0,False,False
FAMILY,"10,000+",Paid,Everyone,2017,3,7,1,1,False,False,False,10,False,False,Not Holiday,2.3,False,False
FAMILY,"5,000,000+",Free,Everyone,2017,12,9,5,4,True,False,False,49,True,False,Not Holiday,4.2,False,False
FAMILY,"10,000,000+",Free,Everyone,2018,7,13,4,3,False,False,False,28,False,False,Not Holiday,4.4,False,False
FAMILY,"5,000,000+",Free,Everyone,2018,7,2,0,3,False,False,False,27,False,False,Not Holiday,4.4,False,False
FAMILY,"10,000,000+",Free,Everyone,2018,6,13,2,2,False,False,False,24,False,False,Not Holiday,4.1,False,False
FAMILY,"5,000,000+",Free,Everyone,2018,7,3,1,3,False,False,False,27,False,False,Not Holiday,4.4,False,False
FAMILY,"1,000,000+",Free,Everyone,2017,11,7,1,4,False,False,False,45,True,False,Not Holiday,4.0,False,False
VIDEO_PLAYERS,"5,000,000+",Free,Everyone,2018,7,17,1,3,False,False,False,29,False,False,Not Holiday,4.3,False,False
FAMILY,"1,000,000+",Paid,Everyone 10+,2016,2,11,3,1,False,False,False,6,False,False,Not Holiday,2.3,False,False
MEDICAL,"100,000+",Paid,Everyone,2018,7,16,0,3,False,False,False,29,False,False,Not Holiday,4.0,False,False
MEDICAL,"10,000+",Paid,Everyone,2014,11,30,6,4,True,False,True,48,True,False,Not Holiday,2.2,False,False
MEDICAL,"10,000+",Paid,Everyone,2018,4,6,4,2,False,False,False,14,False,False,Not Holiday,4.1,False,False
MEDICAL,"10,000+",Paid,Everyone,2016,10,3,0,4,False,False,False,40,False,False,Not Holiday,2.2,False,False
MEDICAL,"5,000+",Paid,Everyone,2017,11,15,2,4,False,False,False,46,True,False,Not Holiday,6.0,False,False
MEDICAL,"50,000+",Paid,Mature 17+,2014,8,7,3,3,False,False,False,32,False,False,Not Holiday,4.0,False,False
MEDICAL,"1,000+",Paid,Everyone,2018,6,18,0,2,False,False,False,25,False,False,Not Holiday,4.0,False,False
MEDICAL,"10,000+",Paid,Everyone,2018,6,27,2,2,False,False,False,26,False,False,Not Holiday,4.4,True,False
MEDICAL,"50,000+",Paid,Everyone,2018,7,17,1,3,False,False,False,29,False,False,Not Holiday,4.0,False,False
MEDICAL,"1,000+",Paid,Everyone,2017,1,27,4,1,False,False,False,4,False,False,Not Holiday,4.0,False,False
MEDICAL,"1,000+",Paid,Everyone,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,4.1,False,False
MEDICAL,"1,000+",Paid,Everyone,2018,7,16,0,3,False,False,False,29,False,False,Not Holiday,5.0,False,False
MEDICAL,"1,000+",Paid,Everyone,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,4.0,False,False
MEDICAL,100+,Paid,Everyone,2018,4,20,4,2,False,False,False,16,False,False,Not Holiday,4.1,False,False
MEDICAL,"5,000+",Paid,Everyone,2014,12,3,2,4,False,False,False,49,True,False,Not Holiday,4.0,False,False
MEDICAL,"5,000+",Paid,Everyone,2017,4,18,1,2,False,False,False,16,False,False,Not Holiday,4.0,False,False
MEDICAL,"1,000+",Paid,Everyone,2014,10,22,2,4,False,False,False,43,False,False,Not Holiday,4.0,False,False
MEDICAL,"1,000+",Paid,Teen,2018,5,24,3,2,False,False,False,21,False,False,Not Holiday,4.1,False,False
MEDICAL,100+,Paid,Everyone,2018,7,25,2,3,False,False,False,30,False,False,Not Holiday,3.0,False,False
MEDICAL,"1,000+",Paid,Everyone,2015,8,18,1,3,False,False,False,34,False,False,Not Holiday,4.0,False,False
MEDICAL,500+,Paid,Everyone,2015,12,16,2,4,False,False,False,51,True,False,Not Holiday,4.0,False,False
MEDICAL,"5,000+",Paid,Everyone,2013,11,5,1,4,False,False,False,45,True,False,Not Holiday,3.0,False,False
MEDICAL,"1,000+",Paid,Everyone,2015,5,26,1,2,False,False,False,22,False,False,Not Holiday,3.0,False,False
MEDICAL,500+,Paid,Everyone,2018,3,14,2,1,False,False,False,11,False,False,Not Holiday,4.4,False,False
MEDICAL,"1,000+",Paid,Everyone,2018,7,22,6,3,True,False,False,29,False,False,Not Holiday,4.1,False,False
MEDICAL,"10,000+",Paid,Everyone,2017,8,11,4,3,False,False,False,32,False,False,Not Holiday,4.4,False,False
MEDICAL,"1,000+",Paid,Everyone,2016,12,8,3,4,False,False,False,49,True,False,Not Holiday,2.1,False,False
MEDICAL,"10,000+",Paid,Everyone,2015,8,3,0,3,False,False,False,32,False,False,Not Holiday,1.6,False,False
MEDICAL,"1,000+",Paid,Everyone,2016,6,11,5,2,True,False,False,23,False,False,Not Holiday,3.0,False,False
MEDICAL,"10,000+",Paid,Everyone,2014,8,2,5,3,True,False,False,31,False,False,Not Holiday,2.3,False,False
MEDICAL,"1,000+",Paid,Everyone,2014,9,6,5,3,True,False,False,36,False,False,Not Holiday,2.3,False,False
MEDICAL,100+,Paid,Everyone,2018,1,2,1,1,False,False,False,1,False,False,Not Holiday,4.1,False,False
MEDICAL,"1,000+",Paid,Everyone,2017,3,2,3,1,False,False,False,9,False,False,Not Holiday,4.1,False,False
MEDICAL,"1,000+",Paid,Everyone 10+,2018,5,14,0,2,False,False,False,20,False,False,Not Holiday,4.4,True,False
MEDICAL,"1,000+",Paid,Everyone,2018,5,8,1,2,False,False,False,19,False,False,Not Holiday,4.2,False,False
MEDICAL,"10,000+",Paid,Everyone,2018,4,13,4,2,False,False,False,15,False,False,Not Holiday,4.1,False,False
MEDICAL,"1,000+",Paid,Everyone,2015,5,6,2,2,False,False,False,19,False,False,Not Holiday,2.3,False,False
MEDICAL,"1,000+",Paid,Everyone,2017,6,5,0,2,False,False,False,23,False,False,Not Holiday,4.1,False,False
MEDICAL,"1,000+",Paid,Everyone,2015,12,22,1,4,False,False,False,52,True,False,Not Holiday,2.2,False,False
MEDICAL,"5,000+",Paid,Everyone,2013,12,2,0,4,False,False,False,49,True,False,Not Holiday,3.2,False,False
MEDICAL,"1,000,000+",Free,Everyone,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,4.1,False,False
MEDICAL,"1,000,000+",Free,Everyone,2018,5,10,3,2,False,False,False,19,False,False,Not Holiday,4.4,False,False
MEDICAL,"1,000,000+",Free,Everyone,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,4.3,False,False
MEDICAL,"500,000+",Free,Everyone,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,4.3,False,False
MEDICAL,"50,000+",Free,Everyone,2018,7,25,2,3,False,False,False,30,False,False,Not Holiday,5.0,False,False
MEDICAL,"5,000,000+",Free,Everyone,2018,7,24,1,3,False,False,False,30,False,False,Not Holiday,4.1,False,False
MEDICAL,"100,000+",Free,Everyone,2018,7,9,0,3,False,False,False,28,False,False,Not Holiday,4.4,False,False
MEDICAL,"1,000,000+",Free,Everyone,2018,7,27,4,3,False,False,False,30,False,False,Not Holiday,4.3,False,False
MEDICAL,"500,000+",Free,Everyone,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.3,False,False
MEDICAL,"1,000,000+",Free,Everyone,2018,7,27,4,3,False,False,False,30,False,False,Not Holiday,5.0,False,False
MEDICAL,"100,000+",Free,Everyone,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.1,False,False
MEDICAL,"100,000+",Free,Everyone,2018,3,13,1,1,False,False,False,11,False,False,Not Holiday,4.0,False,False
MEDICAL,"100,000+",Free,Everyone,2018,7,2,0,3,False,False,False,27,False,False,Not Holiday,4.0,False,False
MEDICAL,"500,000+",Free,Everyone,2018,7,28,5,3,True,False,False,30,False,False,Not Holiday,4.4,False,False
MEDICAL,"100,000+",Free,Everyone,2017,10,10,1,4,False,False,False,41,False,False,Not Holiday,4.0,False,False
MEDICAL,"1,000,000+",Free,Everyone,2018,7,16,0,3,False,False,False,29,False,False,Not Holiday,4.4,False,False
MEDICAL,"1,000,000+",Free,Everyone,2018,6,1,4,2,False,True,False,22,False,False,Not Holiday,4.1,False,False
MEDICAL,"100,000+",Free,Everyone,2017,7,7,4,3,False,False,False,27,False,False,Not Holiday,4.0,False,False
MEDICAL,"100,000+",Free,Everyone,2018,7,3,1,3,False,False,False,27,False,False,Not Holiday,5.0,False,False
MEDICAL,"100,000+",Free,Everyone,2018,6,21,3,2,False,False,False,25,False,False,Not Holiday,4.4,False,False
MEDICAL,"50,000+",Free,Everyone,2018,6,10,6,2,True,False,False,23,False,False,Not Holiday,5.0,False,False
MEDICAL,"100,000+",Free,Everyone,2018,1,2,1,1,False,False,False,1,False,False,Not Holiday,4.4,False,False
MEDICAL,"1,000+",Free,Everyone,2018,7,19,3,3,False,False,False,29,False,False,Not Holiday,4.1,False,False
MEDICAL,"500,000+",Free,Everyone,2018,6,25,0,2,False,False,False,26,False,False,Not Holiday,4.0,False,False
MEDICAL,"1,000,000+",Free,Everyone,2018,7,9,0,3,False,False,False,28,False,False,Not Holiday,4.1,False,False
MEDICAL,"10,000+",Free,Everyone,2018,4,19,3,2,False,False,False,16,False,False,Not Holiday,4.1,False,False
MEDICAL,"1,000+",Free,Everyone,2018,6,11,0,2,False,False,False,24,False,False,Not Holiday,4.1,False,False
MEDICAL,"100,000+",Free,Everyone,2018,7,5,3,3,False,False,False,27,False,False,Not Holiday,4.4,False,False
MEDICAL,"500,000+",Free,Everyone,2018,7,5,3,3,False,False,False,27,False,False,Not Holiday,4.1,False,False
MEDICAL,"100,000+",Free,Everyone,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,4.1,False,False
MEDICAL,"50,000+",Free,Everyone,2018,6,27,2,2,False,False,False,26,False,False,Not Holiday,4.4,False,False
MEDICAL,"10,000+",Free,Everyone,2018,8,2,3,3,False,False,False,31,False,False,Not Holiday,5.0,False,False
MEDICAL,"100,000+",Free,Everyone,2018,7,23,0,3,False,False,False,30,False,False,Not Holiday,4.4,False,False
MEDICAL,"100,000+",Free,Everyone,2018,5,1,1,2,False,True,False,18,False,False,Not Holiday,4.0,False,False
MEDICAL,"100,000+",Free,Everyone,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.1,False,False
MEDICAL,"100,000+",Free,Everyone,2016,10,17,0,4,False,False,False,42,False,False,Not Holiday,4.0,False,False
MEDICAL,"100,000+",Free,Everyone,2018,7,30,0,3,False,False,False,31,False,False,Not Holiday,4.4,False,False
MEDICAL,"100,000+",Free,Everyone,2018,7,3,1,3,False,False,False,27,False,False,Not Holiday,4.1,False,False
