app_name,app_category,Y,size_unkown_unit,downloads_unstandardized,reviews_count,free_paid,price_if_paid,age_rating,app_tags,release_date,app_version,compatible_os_version
"delivery.com: Order Food, Alcohol & Laundry",FOOD_AND_DRINK,4.1,1920,Varies with device,"100,000+",Free,0,Everyone,Food & Drink,"July 31, 2018",Varies with device,Varies with device
EatStreet Food Delivery App,FOOD_AND_DRINK,4.6,7690,25M,"100,000+",Free,0,Everyone,Food & Drink,"July 3, 2018",3.1.14,5.0 and up
DoorDash - Food Delivery,FOOD_AND_DRINK,4.5,104504,Varies with device,"1,000,000+",Free,0,Everyone,Food & Drink,"July 31, 2018",Varies with device,Varies with device
Chick-fil-A,FOOD_AND_DRINK,4.3,28009,17M,"5,000,000+",Free,0,Everyone,Food & Drink,"August 3, 2018",6.0.1,5.0 and up
TheFork - Restaurants booking and special offers,FOOD_AND_DRINK,4.3,37517,17M,"5,000,000+",Free,0,Everyone,Food & Drink,"July 20, 2018",11.11.1,4.1 and up
Six Pack in 30 Days - Abs Workout,HEALTH_AND_FITNESS,4.9,272337,13M,"10,000,000+",Free,0,Everyone,Health & Fitness,"June 21, 2018",1.0.2,4.2 and up
Pedometer,HEALTH_AND_FITNESS,4.4,400592,2.9M,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 4, 2018",5.23,4.0 and up
Step Counter - Pedometer Free & Calorie Counter,HEALTH_AND_FITNESS,4.7,117925,7.0M,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 24, 2018",1.0.26,4.1 and up
Walk with Map My Walk,HEALTH_AND_FITNESS,4.5,144040,55M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 27, 2018",18.7.1,5.0 and up
Fitbit,HEALTH_AND_FITNESS,3.9,357417,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 26, 2018",Varies with device,Varies with device
Nike+ Run Club,HEALTH_AND_FITNESS,4.4,708674,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 12, 2018",2.17.0,4.4 and up
BetterMe: Weight Loss Workouts,HEALTH_AND_FITNESS,4.2,14709,15M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 26, 2018",2.8.2,5.0 and up
Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873516,Varies with device,"50,000,000+",Free,0,Everyone,Health & Fitness,"July 31, 2018",Varies with device,Varies with device
Six Packs for Man–Body Building with No Equipment,HEALTH_AND_FITNESS,4.6,2880,7.1M,"100,000+",Free,0,Everyone,Health & Fitness,"July 24, 2018",1.0.8,4.1 and up
Weight Watchers Mobile,HEALTH_AND_FITNESS,4.2,270267,58M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 31, 2018",6.15.0,4.1 and up
Endomondo - Running & Walking,HEALTH_AND_FITNESS,4.5,559186,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 11, 2018",Varies with device,Varies with device
The TK-App - everything under control,HEALTH_AND_FITNESS,4.5,8642,18M,"100,000+",Free,0,Everyone,Health & Fitness,"August 2, 2018",1.20,4.4 and up
Runkeeper - GPS Track Run Walk,HEALTH_AND_FITNESS,4.5,501144,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 16, 2018",Varies with device,Varies with device
Run with Map My Run,HEALTH_AND_FITNESS,4.5,183662,57M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 27, 2018",18.7.1,5.0 and up
Weight Loss Running by Verv,HEALTH_AND_FITNESS,4.5,27393,59M,"1,000,000+",Free,0,Mature 17+,Health & Fitness,"July 16, 2018",6.5.3,4.1 and up
Run with Map My Run,HEALTH_AND_FITNESS,4.5,183669,57M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 27, 2018",18.7.1,5.0 and up
Weight Loss Running by Verv,HEALTH_AND_FITNESS,4.5,27396,59M,"1,000,000+",Free,0,Mature 17+,Health & Fitness,"July 16, 2018",6.5.3,4.1 and up
Nike+ Run Club,HEALTH_AND_FITNESS,4.4,708710,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 12, 2018",2.17.0,4.4 and up
Relax Meditation: Sleep with Sleep Sounds,HEALTH_AND_FITNESS,4.4,26540,43M,"1,000,000+",Free,0,Everyone,Health & Fitness,"February 9, 2017",2.5.1,4.0.3 and up
21-Day Meditation Experience,HEALTH_AND_FITNESS,4.4,11506,15M,"100,000+",Free,0,Everyone,Health & Fitness,"August 2, 2018",3.0.0,4.1 and up
"Calm - Meditate, Sleep, Relax",HEALTH_AND_FITNESS,4.6,111450,Varies with device,"5,000,000+",Free,0,Everyone,Health & Fitness,"August 5, 2018",Varies with device,Varies with device
Relax Melodies: Sleep Sounds,HEALTH_AND_FITNESS,4.5,233243,Varies with device,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 23, 2018",Varies with device,Varies with device
Simple Habit Meditation,HEALTH_AND_FITNESS,4.7,11689,20M,"500,000+",Free,0,Everyone,Health & Fitness,"July 27, 2018",1.29.15,4.4 and up
My Days - Ovulation Calendar & Period Tracker ™,HEALTH_AND_FITNESS,4.5,93691,Varies with device,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 5, 2018",Varies with device,Varies with device
Period Tracker - Period Calendar Ovulation Tracker,HEALTH_AND_FITNESS,4.8,4559407,Varies with device,"100,000,000+",Free,0,Everyone,Health & Fitness,"August 1, 2018",Varies with device,Varies with device
Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873523,Varies with device,"50,000,000+",Free,0,Everyone,Health & Fitness,"July 31, 2018",Varies with device,Varies with device
WomanLog Calendar,HEALTH_AND_FITNESS,4.5,121838,15M,"5,000,000+",Free,0,Everyone,Health & Fitness,"May 23, 2018",5.5.1,4.0.3 and up
Weight Loss Running by Verv,HEALTH_AND_FITNESS,4.5,27396,59M,"1,000,000+",Free,0,Mature 17+,Health & Fitness,"July 16, 2018",6.5.3,4.1 and up
Nike+ Run Club,HEALTH_AND_FITNESS,4.4,708710,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 12, 2018",2.17.0,4.4 and up
Fooducate Healthy Weight Loss & Calorie Counter,HEALTH_AND_FITNESS,4.4,14402,Varies with device,"1,000,000+",Free,0,Everyone,Health & Fitness,"August 3, 2018",Varies with device,Varies with device
Weight Watchers Mobile,HEALTH_AND_FITNESS,4.2,270294,58M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 31, 2018",6.15.0,4.1 and up
Walk with Map My Walk,HEALTH_AND_FITNESS,4.5,144050,55M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 27, 2018",18.7.1,5.0 and up
Run with Map My Run,HEALTH_AND_FITNESS,4.5,183669,57M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 27, 2018",18.7.1,5.0 and up
Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873520,Varies with device,"50,000,000+",Free,0,Everyone,Health & Fitness,"July 31, 2018",Varies with device,Varies with device
Endomondo - Running & Walking,HEALTH_AND_FITNESS,4.5,559262,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 11, 2018",Varies with device,Varies with device
Runkeeper - GPS Track Run Walk,HEALTH_AND_FITNESS,4.5,501144,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 16, 2018",Varies with device,Varies with device
Nike+ Run Club,HEALTH_AND_FITNESS,4.4,708753,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 12, 2018",2.17.0,4.4 and up
10 Best Foods for You,HEALTH_AND_FITNESS,4.0,2490,3.8M,"500,000+",Free,0,Everyone 10+,Health & Fitness,"February 17, 2017",1.9,2.3.3 and up
My Diet Diary Calorie Counter,HEALTH_AND_FITNESS,4.1,18539,57M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 30, 2018",1.11.4,4.0.3 and up
Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873520,Varies with device,"50,000,000+",Free,0,Everyone,Health & Fitness,"July 31, 2018",Varies with device,Varies with device
10 Best Foods for You,HEALTH_AND_FITNESS,4.0,2490,3.8M,"500,000+",Free,0,Everyone 10+,Health & Fitness,"February 17, 2017",1.9,2.3.3 and up
My Diet Diary Calorie Counter,HEALTH_AND_FITNESS,4.1,18539,57M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 30, 2018",1.11.4,4.0.3 and up
Weight Watchers Mobile,HEALTH_AND_FITNESS,4.2,270294,58M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 31, 2018",6.15.0,4.1 and up
Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873523,Varies with device,"50,000,000+",Free,0,Everyone,Health & Fitness,"July 31, 2018",Varies with device,Varies with device
Relax Meditation: Sleep with Sleep Sounds,HEALTH_AND_FITNESS,4.4,26540,43M,"1,000,000+",Free,0,Everyone,Health & Fitness,"February 9, 2017",2.5.1,4.0.3 and up
21-Day Meditation Experience,HEALTH_AND_FITNESS,4.4,11506,15M,"100,000+",Free,0,Everyone,Health & Fitness,"August 2, 2018",3.0.0,4.1 and up
7 Cups: Anxiety & Stress Chat,HEALTH_AND_FITNESS,4.2,13799,Varies with device,"500,000+",Free,0,Teen,Health & Fitness,"July 31, 2018",Varies with device,Varies with device
"Calm - Meditate, Sleep, Relax",HEALTH_AND_FITNESS,4.6,111455,Varies with device,"5,000,000+",Free,0,Everyone,Health & Fitness,"August 5, 2018",Varies with device,Varies with device
Runtastic Sleep Better: Sleep Cycle & Smart Alarm,HEALTH_AND_FITNESS,4.1,111462,Varies with device,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 25, 2018",Varies with device,Varies with device
Relax Melodies: Sleep Sounds,HEALTH_AND_FITNESS,4.5,233243,Varies with device,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 23, 2018",Varies with device,Varies with device
Simple Habit Meditation,HEALTH_AND_FITNESS,4.7,11689,20M,"500,000+",Free,0,Everyone,Health & Fitness,"July 27, 2018",1.29.15,4.4 and up
Apartments & Rentals - Zillow,HOUSE_AND_HOME,4.2,27386,Varies with device,"1,000,000+",Free,0,Everyone,House & Home,"June 21, 2018",Varies with device,Varies with device
Houzz Interior Design Ideas,HOUSE_AND_HOME,4.6,353799,Varies with device,"10,000,000+",Free,0,Everyone,House & Home,"August 1, 2018",Varies with device,Varies with device
LIFULL HOME'S,HOUSE_AND_HOME,4.2,7573,18M,"1,000,000+",Free,0,Everyone,House & Home,"July 25, 2018",8.2.1,4.2 and up
Redfin Real Estate,HOUSE_AND_HOME,4.6,36857,19M,"1,000,000+",Free,0,Everyone,House & Home,"July 25, 2018",220.0,5.0 and up
"realestate.com.au - Buy, Rent & Sell Property",HOUSE_AND_HOME,3.8,14653,Varies with device,"1,000,000+",Free,0,Everyone,House & Home,"July 16, 2018",Varies with device,Varies with device
Mortgage by Zillow: Calculator & Rates,HOUSE_AND_HOME,4.3,4435,7.9M,"500,000+",Free,0,Everyone,House & Home,"March 2, 2016",2.6.0.287,4.0 and up
At home - rental · real estate · room finding application such as apartment · apartment,HOUSE_AND_HOME,3.8,2496,Varies with device,"500,000+",Free,0,Everyone,House & Home,"July 5, 2018",Varies with device,Varies with device
Alfred Home Security Camera,HOUSE_AND_HOME,4.5,103305,Varies with device,"5,000,000+",Free,0,Everyone,House & Home,"July 31, 2018",Varies with device,Varies with device
Ruler,HOUSE_AND_HOME,4.7,126,1.9M,"10,000+",Free,0,Everyone,House & Home,"August 21, 2017",1.0,4.0 and up
ColorSnap® Visualizer,HOUSE_AND_HOME,3.4,3280,77M,"1,000,000+",Free,0,Everyone,House & Home,"June 29, 2018",5.0.1,4.0.3 and up
Houzz Interior Design Ideas,HOUSE_AND_HOME,4.6,353800,Varies with device,"10,000,000+",Free,0,Everyone,House & Home,"August 1, 2018",Varies with device,Varies with device
Wall Decorating Ideas,HOUSE_AND_HOME,3.9,6631,5.5M,"1,000,000+",Free,0,Everyone,House & Home,"March 11, 2015",1.5,3.0 and up
Zumper - Apartment Rental Finder,HOUSE_AND_HOME,4.4,11200,25M,"1,000,000+",Free,0,Everyone,House & Home,"July 16, 2018",4.5.15,5.0 and up
Mortgage by Zillow: Calculator & Rates,HOUSE_AND_HOME,4.3,4435,7.9M,"500,000+",Free,0,Everyone,House & Home,"March 2, 2016",2.6.0.287,4.0 and up
Redfin Real Estate,HOUSE_AND_HOME,4.6,36857,19M,"1,000,000+",Free,0,Everyone,House & Home,"July 25, 2018",220.0,5.0 and up
Homesnap Real Estate & Rentals,HOUSE_AND_HOME,4.3,3834,30M,"500,000+",Free,0,Everyone,House & Home,"July 31, 2018",5.20.38,4.2 and up
Apartments & Rentals - Zillow,HOUSE_AND_HOME,4.2,27387,Varies with device,"1,000,000+",Free,0,Everyone,House & Home,"June 21, 2018",Varies with device,Varies with device
Houzz Interior Design Ideas,HOUSE_AND_HOME,4.6,353813,Varies with device,"10,000,000+",Free,0,Everyone,House & Home,"August 1, 2018",Varies with device,Varies with device
Best New Ringtones 2018 Free 🔥 For Android™,LIBRARIES_AND_DEMO,4.6,3014,21M,"100,000+",Free,0,Everyone,Libraries & Demo,"June 27, 2018",1.1,5.0 and up
Pink Water Sakura Keyboard Theme,LIBRARIES_AND_DEMO,4.3,1465,7.0M,"100,000+",Free,0,Everyone,Libraries & Demo,"July 9, 2018",6.7.5,4.0.3 and up
chicken song,LIBRARIES_AND_DEMO,4.3,434,16M,"100,000+",Free,0,Everyone,Libraries & Demo,"June 6, 2018",6.0.0,2.3 and up
Eternal life,LIBRARIES_AND_DEMO,5.0,26,2.5M,"1,000+",Free,0,Everyone,Libraries & Demo,"May 24, 2018",1.0,1.6 and up
Cool Popular Ringtones 2018 🔥,LIBRARIES_AND_DEMO,4.5,60170,28M,"1,000,000+",Free,0,Everyone,Libraries & Demo,"July 13, 2018",2.4,5.0 and up
Wifi Test,LIBRARIES_AND_DEMO,4.0,8671,3.1M,"1,000,000+",Free,0,Everyone,Libraries & Demo,"July 3, 2018",3.6,4.0 and up
EyeCloud,LIBRARIES_AND_DEMO,3.1,1267,55M,"100,000+",Free,0,Everyone,Libraries & Demo,"August 2, 2018",5.1.2,4.4 and up
Talking Babsy Baby: Baby Games,LIFESTYLE,4.0,140995,100M,"10,000,000+",Free,0,Everyone,Lifestyle;Pretend Play,"July 16, 2018",9.0,4.0 and up
Horoscopes – Daily Zodiac Horoscope and Astrology,LIFESTYLE,4.6,161143,11M,"10,000,000+",Free,0,Everyone 10+,Lifestyle,"June 25, 2018",5.2.4(881),4.0.3 and up
Van Nien 2018 - Lich Van su & Lich Am,LIFESTYLE,4.4,3829,23M,"1,000,000+",Free,0,Everyone,Lifestyle,"June 1, 2018",3.9.3,4.1 and up
H&M,LIFESTYLE,3.7,41941,14M,"10,000,000+",Free,0,Everyone,Lifestyle,"July 30, 2018",9.6.3,4.4 and up
Family convenience store FamilyMart,LIFESTYLE,3.3,9663,19M,"1,000,000+",Free,0,Everyone,Lifestyle,"July 16, 2018",Version:6.97,4.4 and up
Official Matsumoto Kiyoshi application,LIFESTYLE,3.2,3031,2.7M,"1,000,000+",Free,0,Everyone,Lifestyle,"July 3, 2018",1.5.3,4.0 and up
Galaxy Gift,LIFESTYLE,4.4,95557,16M,"10,000,000+",Free,0,Everyone,Lifestyle,"July 23, 2018",7.0.8,4.0.3 and up
Rate Guide Bill Letter,LIFESTYLE,3.8,17368,14M,"10,000,000+",Free,0,Everyone,Lifestyle,"June 27, 2018",5.1.3,4.0 and up
Fashion in Vogue,LIFESTYLE,3.8,1797,6.8M,"100,000+",Free,0,Everyone,Lifestyle,"September 27, 2016",2.0,4.3 and up
justWink Greeting Cards,LIFESTYLE,4.6,69177,15M,"1,000,000+",Free,0,Teen,Lifestyle,"August 2, 2017",2.7.3,4.4 and up
Big Days - Events Countdown,LIFESTYLE,4.6,39724,Varies with device,"1,000,000+",Free,0,Everyone,Lifestyle,"June 29, 2018",Varies with device,Varies with device
Brit + Co,LIFESTYLE,3.9,987,4.5M,"10,000+",Free,0,Everyone,Lifestyle,"August 29, 2017",2.0.4,4.0 and up
Scarf Fashion Designer,LIFESTYLE,4.4,16637,10M,"1,000,000+",Free,0,Everyone,Lifestyle,"June 18, 2017",1.8,2.3 and up
Fashion in Vogue,LIFESTYLE,3.8,1797,6.8M,"100,000+",Free,0,Everyone,Lifestyle,"September 27, 2016",2.0,4.3 and up
Scarf Fashion Designer,LIFESTYLE,4.4,16637,10M,"1,000,000+",Free,0,Everyone,Lifestyle,"June 18, 2017",1.8,2.3 and up
Fashion in Vogue,LIFESTYLE,3.8,1797,6.8M,"100,000+",Free,0,Everyone,Lifestyle,"September 27, 2016",2.0,4.3 and up
ZipRealty Real Estate & Homes,LIFESTYLE,4.0,3937,15M,"100,000+",Free,0,Everyone,Lifestyle,"July 27, 2018",8.3.3,4.4 and up
Sotheby's International Realty,LIFESTYLE,4.2,894,25M,"50,000+",Free,0,Everyone,Lifestyle,"April 9, 2018",5.600.42,4.0.3 and up
Zoopla Property Search UK - Home to buy & rent,LIFESTYLE,4.1,21195,Varies with device,"1,000,000+",Free,0,Everyone,Lifestyle,"June 22, 2018",Varies with device,Varies with device
Keller Williams Real Estate,LIFESTYLE,4.4,13213,22M,"1,000,000+",Free,0,Everyone,Lifestyle,"March 28, 2018",5.800.04,4.0.3 and up
Relax Rain ~ Rain Sounds,LIFESTYLE,4.6,118034,Varies with device,"5,000,000+",Free,0,Everyone,Lifestyle,"August 2, 2018",Varies with device,Varies with device
White Noise ~ Sleeping Sounds,LIFESTYLE,4.5,4427,Varies with device,"100,000+",Free,0,Everyone,Lifestyle,"June 23, 2017",Varies with device,Varies with device
"Journey - Diary, Journal",LIFESTYLE,4.6,50338,Varies with device,"1,000,000+",Free,0,Everyone,Lifestyle,"July 23, 2018",Varies with device,Varies with device
7 Day Food Journal Challenge,LIFESTYLE,4.5,3346,14M,"100,000+",Free,0,Teen,Lifestyle,"March 8, 2017",3.6.3,4.0.3 and up
Subway Surfers,GAME,4.5,27722264,76M,"1,000,000,000+",Free,0,Everyone 10+,Arcade,"July 12, 2018",1.90.0,4.1 and up
Candy Crush Saga,GAME,4.4,22426677,74M,"500,000,000+",Free,0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up
Bubble Shooter,GAME,4.5,148897,46M,"10,000,000+",Free,0,Everyone,Casual,"July 17, 2018",1.20.1,4.0.3 and up
Pou,GAME,4.3,10485308,24M,"500,000,000+",Free,0,Everyone,Casual,"May 25, 2018",1.4.77,4.0 and up
Candy Crush Soda Saga,GAME,4.4,6198563,67M,"100,000,000+",Free,0,Everyone,Casual,"July 10, 2018",1.118.4,4.1 and up
Kick the Buddy,GAME,4.3,1000417,Varies with device,"50,000,000+",Free,0,Teen,Action,"July 5, 2018",Varies with device,4.4 and up
Block Puzzle Classic Legend !,GAME,4.2,17039,4.9M,"5,000,000+",Free,0,Everyone,Puzzle,"April 13, 2018",2.9,2.3.3 and up
8 Ball Pool,GAME,4.5,14198297,52M,"100,000,000+",Free,0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up
Magic Tiles 3,GAME,4.5,592068,Varies with device,"50,000,000+",Free,0,Everyone,Music,"August 3, 2018",5.13.007,4.1 and up
Bubble Witch 3 Saga,GAME,4.7,1732263,78M,"50,000,000+",Free,0,Everyone,Puzzle,"July 17, 2018",4.8.4,3.0 and up
Granny,GAME,4.5,1135631,59M,"50,000,000+",Free,0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up
Flow Free,GAME,4.3,1295557,11M,"100,000,000+",Free,0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up
Zombie Tsunami,GAME,4.4,4920817,Varies with device,"100,000,000+",Free,0,Everyone 10+,Arcade,"June 15, 2018",Varies with device,Varies with device
Bubble Shooter 2,GAME,4.3,23005,Varies with device,"5,000,000+",Free,0,Everyone,Arcade,"July 25, 2018",3.5,4.1 and up
Candy Crush Jelly Saga,GAME,4.3,1300490,78M,"50,000,000+",Free,0,Everyone,Puzzle,"July 20, 2018",2.1.10,4.0 and up
Gardenscapes,GAME,4.6,4128732,Varies with device,"50,000,000+",Free,0,Everyone,Casual,"July 13, 2018",2.6.2,4.0.3 and up
Geometry Dash World,GAME,4.6,760628,63M,"10,000,000+",Free,0,Everyone,Arcade,"December 22, 2017",1.03,4.0 and up
My Talking Angela,GAME,4.5,9881829,99M,"100,000,000+",Free,0,Everyone,Casual,"July 3, 2018",3.7.2.51,4.1 and up
Cut the Rope FULL FREE,GAME,4.4,2123381,49M,"100,000,000+",Free,0,Everyone,Puzzle,"July 5, 2018",3.7.2,4.1 and up
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7671249,Varies with device,"100,000,000+",Free,0,Mature 17+,Action,"August 2, 2018",Varies with device,Varies with device
Subway Surfers,GAME,4.5,27723193,76M,"1,000,000,000+",Free,0,Everyone 10+,Arcade,"July 12, 2018",1.90.0,4.1 and up
Pou,GAME,4.3,10485334,24M,"500,000,000+",Free,0,Everyone,Casual,"May 25, 2018",1.4.77,4.0 and up
8 Ball Pool,GAME,4.5,14198602,52M,"100,000,000+",Free,0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up
Candy Crush Saga,GAME,4.4,22428456,74M,"500,000,000+",Free,0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up
Toon Blast,GAME,4.7,1351068,Varies with device,"10,000,000+",Free,0,Everyone,Puzzle,"July 30, 2018",3196,4.1 and up
Score! Hero,GAME,4.6,5418675,96M,"100,000,000+",Free,0,Everyone,Sports,"June 13, 2018",1.751,4.4 and up
My Talking Angela,GAME,4.5,9881908,99M,"100,000,000+",Free,0,Everyone,Casual,"July 3, 2018",3.7.2.51,4.1 and up
Bubble Shooter,GAME,4.5,148895,46M,"10,000,000+",Free,0,Everyone,Casual,"July 17, 2018",1.20.1,4.0.3 and up
Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,183846,99M,"10,000,000+",Free,0,Everyone,Action,"July 30, 2018",1.0.6,4.4 and up
Wordscapes,GAME,4.8,230710,87M,"10,000,000+",Free,0,Everyone,Word,"August 2, 2018",1.0.47,4.1 and up
Candy Crush Soda Saga,GAME,4.4,6198880,67M,"100,000,000+",Free,0,Everyone,Casual,"July 10, 2018",1.118.4,4.1 and up
Garena Free Fire,GAME,4.5,5465624,53M,"100,000,000+",Free,0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up
Bowmasters,GAME,4.7,1534466,Varies with device,"50,000,000+",Free,0,Teen,Action,"July 23, 2018",2.12.5,4.1 and up
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7672495,Varies with device,"100,000,000+",Free,0,Mature 17+,Action,"August 2, 2018",Varies with device,Varies with device
Granny,GAME,4.5,1137271,59M,"50,000,000+",Free,0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up
Zombie Tsunami,GAME,4.4,4921122,Varies with device,"100,000,000+",Free,0,Everyone 10+,Arcade,"June 15, 2018",Varies with device,Varies with device
Jungle Marble Blast,GAME,4.3,18985,23M,"5,000,000+",Free,0,Everyone,Casual,"July 23, 2018",1.5.4,4.0.3 and up
Rider,GAME,4.5,655067,72M,"10,000,000+",Free,0,Teen,Arcade,"July 17, 2017",1.2.1,4.0.3 and up
Flow Free,GAME,4.3,1295606,11M,"100,000,000+",Free,0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up
Farm Fruit Pop: Party Time,GAME,4.4,9305,14M,"1,000,000+",Free,0,Everyone,Casual,"August 2, 2018",1.9.2,4.0.3 and up
Subway Surfers,GAME,4.5,27724094,76M,"1,000,000,000+",Free,0,Everyone 10+,Arcade,"July 12, 2018",1.90.0,4.1 and up
Candy Crush Saga,GAME,4.4,22428456,74M,"500,000,000+",Free,0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up
Toon Blast,GAME,4.7,1351089,Varies with device,"10,000,000+",Free,0,Everyone,Puzzle,"July 30, 2018",3196,4.1 and up
Love Balls,GAME,4.2,360630,40M,"50,000,000+",Free,0,Everyone,Puzzle,"July 31, 2018",1.2.7,4.1 and up
Granny,GAME,4.5,1137267,59M,"50,000,000+",Free,0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up
8 Ball Pool,GAME,4.5,14200344,52M,"100,000,000+",Free,0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7672495,Varies with device,"100,000,000+",Free,0,Mature 17+,Action,"August 2, 2018",Varies with device,Varies with device
Hungry Shark Evolution,GAME,4.5,6074334,100M,"100,000,000+",Free,0,Teen,Arcade,"July 25, 2018",6.0.0,4.1 and up
Kick the Buddy,GAME,4.3,1000417,Varies with device,"50,000,000+",Free,0,Teen,Action,"July 5, 2018",Varies with device,4.4 and up
Magic Tiles 3,GAME,4.5,592282,Varies with device,"50,000,000+",Free,0,Everyone,Music,"August 3, 2018",5.13.007,4.1 and up
Bowmasters,GAME,4.7,1535084,Varies with device,"50,000,000+",Free,0,Teen,Action,"July 23, 2018",2.12.5,4.1 and up
Wordscapes,GAME,4.8,230727,87M,"10,000,000+",Free,0,Everyone,Word,"August 2, 2018",1.0.47,4.1 and up
Paint Hit,GAME,4.4,37023,33M,"10,000,000+",Free,0,Everyone,Casual,"July 6, 2018",5.200,5.0 and up
Stack Jump,GAME,4.3,118253,40M,"10,000,000+",Free,0,Teen,Arcade,"May 3, 2018",1.4.6,4.1 and up
Color by Number – New Coloring Book,GAME,4.7,141529,24M,"5,000,000+",Free,0,Everyone 10+,Board,"August 1, 2018",2.0.6,4.1 and up
Extreme Car Driving Simulator,GAME,4.3,2251012,52M,"100,000,000+",Free,0,Everyone,Racing,"May 3, 2018",4.17.2,4.0 and up
Trivia Crack,GAME,4.5,6427773,95M,"100,000,000+",Free,0,Everyone,Trivia,"August 3, 2018",2.79.0,4.1 and up
PUBG MOBILE,GAME,4.4,3715656,36M,"50,000,000+",Free,0,Teen,Action,"July 24, 2018",0.7.0,4.3 and up
PUBG MOBILE,GAME,4.4,3714270,36M,"50,000,000+",Free,0,Teen,Action,"July 24, 2018",0.7.0,4.3 and up
Wordscapes,GAME,4.8,230727,87M,"10,000,000+",Free,0,Everyone,Word,"August 2, 2018",1.0.47,4.1 and up
Last Day on Earth: Survival,GAME,4.5,2311785,87M,"10,000,000+",Free,0,Teen,Action,"August 1, 2018",1.9.3,4.1 and up
Partymasters - Fun Idle Game,GAME,4.6,541144,63M,"10,000,000+",Free,0,Teen,Arcade,"July 12, 2018",1.2.5,5.0 and up
Harry Potter: Hogwarts Mystery,GAME,4.4,1107310,Varies with device,"10,000,000+",Free,0,Teen,Adventure,"August 1, 2018",1.8.2,4.4 and up
DRAGON BALL LEGENDS,GAME,4.6,337752,48M,"5,000,000+",Free,0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up
Homescapes,GAME,4.6,3093358,Varies with device,"10,000,000+",Free,0,Everyone,Casual,"July 13, 2018",1.8.0.900,4.0.3 and up
Word Crossy - A crossword game,GAME,4.5,240416,53M,"5,000,000+",Free,0,Everyone,Word,"August 1, 2018",2.2.3,4.0.3 and up
Hero Hunters,GAME,4.4,70747,99M,"5,000,000+",Free,0,Teen,Action,"July 31, 2018",1.7,4.4 and up
Cooking Madness - A Chef's Restaurant Games,GAME,4.7,358817,49M,"10,000,000+",Free,0,Everyone,Arcade,"July 30, 2018",1.2.2,4.1 and up
Mafia City,GAME,4.5,168717,56M,"10,000,000+",Free,0,Mature 17+,Strategy,"August 3, 2018",1.3.205,2.3 and up
Dino War: Rise of Beasts,GAME,4.1,18996,81M,"1,000,000+",Free,0,Teen,Strategy,"August 1, 2018",1.5.2,4.1 and up
